day,timestamp,abs_timestamp,product,position,cash,mid_price,product_pnl
-1,4800,-995200,TOMATOES,-2,10016.0,5002.0,12.0
-1,4900,-995100,EMERALDS,8,-79968.0,10000.0,32.0
-1,4900,-995100,TOMATOES,-2,10016.0,5002.0,12.0
-1,5000,-995000,EMERALDS,15,-149933.0,9996.0,7.0
-1,5000,-995000,TOMATOES,-2,10016.0,5002.5,11.0
-1,5100,-994900,EMERALDS,15,-149933.0,10000.0,67.0
-1,5100,-994900,TOMATOES,-2,10016.0,5002.5,11.0
-1,5200,-994800,EMERALDS,15,-149933.0,10000.0,67.0
-1,5200,-994800,TOMATOES,-2,10016.0,5002.5,11.0
-1,5300,-994700,EMERALDS,15,-149933.0,10000.0,67.0
-1,5300,-994700,TOMATOES,-2,10016.0,5002.5,11.0
-1,5400,-994600,EMERALDS,15,-149933.0,10000.0,67.0
-1,5400,-994600,TOMATOES,-2,10016.0,5002.5,11.0
-1,5500,-994500,EMERALDS,15,-149933.0,10000.0,67.0
-1,5500,-994500,TOMATOES,-2,10016.0,5002.5,11.0
-1,5600,-994400,EMERALDS,15,-149933.0,10000.0,67.0
-1,5600,-994400,TOMATOES,-2,10016.0,5002.5,11.0
-1,5700,-994300,EMERALDS,15,-149933.0,10000.0,67.0
-1,5700,-994300,TOMATOES,-2,10016.0,5006.0,4.0
-1,5800,-994200,EMERALDS,15,-149933.0,10000.0,67.0
-1,5800,-994200,TOMATOES,-2,10016.0,5001.5,13.0
-1,5900,-994100,EMERALDS,15,-149933.0,10000.0,67.0
-1,5900,-994100,TOMATOES,-2,10016.0,5001.5,13.0
-1,6000,-994000,EMERALDS,15,-149933.0,10000.0,67.0
-1,6000,-994000,TOMATOES,-2,10016.0,5002.0,12.0
-1,6100,-993900,EMERALDS,15,-149933.0,10000.0,67.0
-1,6100,-993900,TOMATOES,-2,10016.0,5002.0,12.0
-1,6200,-993800,EMERALDS,15,-149933.0,10000.0,67.0
-1,6200,-993800,TOMATOES,-2,10016.0,5002.5,11.0
-1,6300,-993700,EMERALDS,15,-149933.0,10000.0,67.0
-1,6300,-993700,TOMATOES,-2,10016.0,5002.0,12.0
-1,6400,-993600,EMERALDS,15,-149933.0,10000.0,67.0
-1,6400,-993600,TOMATOES,-2,10016.0,5002.0,12.0
-1,6500,-993500,EMERALDS,15,-149933.0,10000.0,67.0
-1,6500,-993500,TOMATOES,-2,10016.0,5002.0,12.0
-1,6600,-993400,EMERALDS,15,-149933.0,10000.0,67.0
-1,6600,-993400,TOMATOES,-2,10016.0,5002.5,11.0
-1,6700,-993300,EMERALDS,15,-149933.0,10000.0,67.0
-1,6700,-993300,TOMATOES,-2,10016.0,5002.5,11.0
-1,6800,-993200,EMERALDS,15,-149933.0,10000.0,67.0
-1,6800,-993200,TOMATOES,-2,10016.0,5003.5,9.0
-1,6900,-993100,EMERALDS,15,-149933.0,10000.0,67.0
-1,6900,-993100,TOMATOES,-2,10016.0,5003.0,10.0
-1,7000,-993000,EMERALDS,15,-149933.0,10000.0,67.0
-1,7000,-993000,TOMATOES,-6,30048.0,5003.5,27.0
-1,7100,-992900,EMERALDS,15,-149933.0,10000.0,67.0
-1,7100,-992900,TOMATOES,-6,30048.0,5004.5,21.0
-1,7200,-992800,EMERALDS,15,-149933.0,10000.0,67.0
-1,7200,-992800,TOMATOES,-6,30048.0,5004.0,24.0
-1,7300,-992700,EMERALDS,15,-149933.0,10000.0,67.0
-1,7300,-992700,TOMATOES,-6,30048.0,5004.0,24.0
-1,7400,-992600,EMERALDS,15,-149933.0,10000.0,67.0
-1,7400,-992600,TOMATOES,-6,30048.0,5004.0,24.0
-1,7500,-992500,EMERALDS,15,-149933.0,10000.0,67.0
-1,7500,-992500,TOMATOES,-6,30048.0,5004.5,21.0
-1,7600,-992400,EMERALDS,15,-149933.0,10000.0,67.0
-1,7600,-992400,TOMATOES,-6,30048.0,5005.0,18.0
-1,7700,-992300,EMERALDS,15,-149933.0,10000.0,67.0
-1,7700,-992300,TOMATOES,-6,30048.0,5005.0,18.0
-1,7800,-992200,EMERALDS,15,-149933.0,10000.0,67.0
-1,7800,-992200,TOMATOES,-6,30048.0,5004.5,21.0
-1,7900,-992100,EMERALDS,15,-149933.0,10000.0,67.0
-1,7900,-992100,TOMATOES,-6,30048.0,5005.5,15.0
-1,8000,-992000,EMERALDS,15,-149933.0,10000.0,67.0
-1,8000,-992000,TOMATOES,-6,30048.0,5005.5,15.0
-1,8100,-991900,EMERALDS,15,-149933.0,10000.0,67.0
-1,8100,-991900,TOMATOES,-6,30048.0,5006.0,12.0
-1,8200,-991800,EMERALDS,15,-149933.0,10000.0,67.0
-1,8200,-991800,TOMATOES,-6,30048.0,5006.0,12.0
-1,8300,-991700,EMERALDS,15,-149933.0,10000.0,67.0
-1,8300,-991700,TOMATOES,-6,30048.0,5006.0,12.0
-1,8400,-991600,EMERALDS,15,-149933.0,10000.0,67.0
-1,8400,-991600,TOMATOES,-6,30048.0,5007.0,6.0
-1,8500,-991500,EMERALDS,15,-149933.0,10000.0,67.0
-1,8500,-991500,TOMATOES,-6,30048.0,5007.0,6.0
-1,8600,-991400,EMERALDS,15,-149933.0,10000.0,67.0
-1,8600,-991400,TOMATOES,-6,30048.0,5007.0,6.0
-1,8700,-991300,EMERALDS,15,-149933.0,10000.0,67.0
-1,8700,-991300,TOMATOES,-6,30048.0,5007.5,3.0
-1,8800,-991200,EMERALDS,5,-49933.0,10004.0,87.0
-1,8800,-991200,TOMATOES,-6,30048.0,5007.5,3.0
-1,8900,-991100,EMERALDS,5,-49933.0,10000.0,67.0
-1,8900,-991100,TOMATOES,-6,30048.0,5007.0,6.0
-1,9000,-991000,EMERALDS,5,-49933.0,10000.0,67.0
-1,9000,-991000,TOMATOES,-6,30048.0,5007.0,6.0
-1,9100,-990900,EMERALDS,5,-49933.0,10000.0,67.0
-1,9100,-990900,TOMATOES,-6,30048.0,5006.5,9.0
-1,9200,-990800,EMERALDS,5,-49933.0,10000.0,67.0
-1,9200,-990800,TOMATOES,-6,30048.0,5007.0,6.0
-1,9300,-990700,EMERALDS,5,-49933.0,10000.0,67.0
-1,9300,-990700,TOMATOES,-6,30048.0,5007.0,6.0
-1,9400,-990600,EMERALDS,5,-49933.0,10000.0,67.0
-1,9400,-990600,TOMATOES,-6,30048.0,5006.5,9.0
-1,9500,-990500,EMERALDS,5,-49933.0,10000.0,67.0
-1,9500,-990500,TOMATOES,-6,30048.0,5006.5,9.0
-1,9600,-990400,EMERALDS,5,-49933.0,10000.0,67.0
-1,9600,-990400,TOMATOES,-1,5033.0,5006.0,27.0
-1,9700,-990300,EMERALDS,5,-49933.0,10000.0,67.0
-1,9700,-990300,TOMATOES,-1,5033.0,5006.5,26.5
-1,9800,-990200,EMERALDS,5,-49933.0,10000.0,67.0
-1,9800,-990200,TOMATOES,-1,5033.0,5006.5,26.5
-1,9900,-990100,EMERALDS,5,-49933.0,10000.0,67.0
-1,9900,-990100,TOMATOES,3,-14975.0,5006.5,44.5
-1,10000,-990000,EMERALDS,5,-49933.0,10000.0,67.0
-1,10000,-990000,TOMATOES,3,-14975.0,5006.5,44.5
-1,10100,-989900,EMERALDS,5,-49933.0,10000.0,67.0
-1,10100,-989900,TOMATOES,3,-14975.0,5007.0,46.0
-1,10200,-989800,EMERALDS,5,-49933.0,10000.0,67.0
-1,10200,-989800,TOMATOES,3,-14975.0,5008.0,49.0
-1,10300,-989700,EMERALDS,5,-49933.0,10000.0,67.0
-1,10300,-989700,TOMATOES,3,-14975.0,5008.5,50.5
-1,10400,-989600,EMERALDS,5,-49933.0,10000.0,67.0
-1,10400,-989600,TOMATOES,3,-14975.0,5008.5,50.5
-1,10500,-989500,EMERALDS,5,-49933.0,10000.0,67.0
-1,10500,-989500,TOMATOES,3,-14975.0,5009.0,52.0
-1,10600,-989400,EMERALDS,5,-49933.0,10000.0,67.0
-1,10600,-989400,TOMATOES,3,-14975.0,5005.5,41.5
-1,10700,-989300,EMERALDS,5,-49933.0,10000.0,67.0
-1,10700,-989300,TOMATOES,3,-14975.0,5008.5,50.5
-1,10800,-989200,EMERALDS,5,-49933.0,10000.0,67.0
-1,10800,-989200,TOMATOES,3,-14975.0,5007.5,47.5
-1,10900,-989100,EMERALDS,5,-49933.0,10000.0,67.0
-1,10900,-989100,TOMATOES,3,-14975.0,5006.5,44.5
-1,11000,-989000,EMERALDS,5,-49933.0,10000.0,67.0
-1,11000,-989000,TOMATOES,3,-14975.0,5006.0,43.0
-1,11100,-988900,EMERALDS,5,-49933.0,10000.0,67.0
-1,11100,-988900,TOMATOES,3,-14975.0,5005.5,41.5
-1,11200,-988800,EMERALDS,5,-49933.0,10000.0,67.0
-1,11200,-988800,TOMATOES,3,-14975.0,5006.0,43.0
-1,11300,-988700,EMERALDS,5,-49933.0,10000.0,67.0
-1,11300,-988700,TOMATOES,3,-14975.0,5005.5,41.5
-1,11400,-988600,EMERALDS,5,-49933.0,10000.0,67.0
-1,11400,-988600,TOMATOES,3,-14975.0,5005.5,41.5
-1,11500,-988500,EMERALDS,5,-49933.0,10000.0,67.0
-1,11500,-988500,TOMATOES,3,-14975.0,5005.5,41.5
-1,11600,-988400,EMERALDS,5,-49933.0,10000.0,67.0
-1,11600,-988400,TOMATOES,3,-14975.0,5005.5,41.5
-1,11700,-988300,EMERALDS,5,-49933.0,10000.0,67.0
-1,11700,-988300,TOMATOES,3,-14975.0,5005.5,41.5
-1,11800,-988200,EMERALDS,5,-49933.0,10000.0,67.0
-1,11800,-988200,TOMATOES,3,-14975.0,5002.5,32.5
-1,11900,-988100,EMERALDS,5,-49933.0,10000.0,67.0
-1,11900,-988100,TOMATOES,3,-14975.0,5006.0,43.0
-1,12000,-988000,EMERALDS,5,-49933.0,10000.0,67.0
-1,12000,-988000,TOMATOES,3,-14975.0,5005.0,40.0
-1,12100,-987900,EMERALDS,5,-49933.0,10000.0,67.0
-1,12100,-987900,TOMATOES,3,-14975.0,5005.5,41.5
-1,12200,-987800,EMERALDS,5,-49933.0,10000.0,67.0
-1,12200,-987800,TOMATOES,3,-14975.0,5006.5,44.5
-1,12300,-987700,EMERALDS,5,-49933.0,10000.0,67.0
-1,12300,-987700,TOMATOES,3,-14975.0,5007.0,46.0
-1,12400,-987600,EMERALDS,5,-49933.0,10000.0,67.0
-1,12400,-987600,TOMATOES,3,-14975.0,5007.5,47.5
-1,12500,-987500,EMERALDS,5,-49933.0,10000.0,67.0
-1,12500,-987500,TOMATOES,3,-14975.0,5007.0,46.0
-1,12600,-987400,EMERALDS,5,-49933.0,10000.0,67.0
-1,12600,-987400,TOMATOES,3,-14975.0,5006.5,44.5
-1,12700,-987300,EMERALDS,5,-49933.0,10000.0,67.0
-1,12700,-987300,TOMATOES,3,-14975.0,5005.5,41.5
-1,12800,-987200,EMERALDS,5,-49933.0,10000.0,67.0
-1,12800,-987200,TOMATOES,3,-14975.0,5005.5,41.5
-1,12900,-987100,EMERALDS,5,-49933.0,10000.0,67.0
-1,12900,-987100,TOMATOES,3,-14975.0,5005.0,40.0
-1,13000,-987000,EMERALDS,5,-49933.0,10000.0,67.0
-1,13000,-987000,TOMATOES,3,-14975.0,5005.0,40.0
-1,13100,-986900,EMERALDS,5,-49933.0,10000.0,67.0
-1,13100,-986900,TOMATOES,3,-14975.0,5004.0,37.0
-1,13200,-986800,EMERALDS,5,-49933.0,10000.0,67.0
-1,13200,-986800,TOMATOES,3,-14975.0,5004.5,38.5
-1,13300,-986700,EMERALDS,5,-49933.0,9996.0,47.0
-1,13300,-986700,TOMATOES,3,-14975.0,5004.5,38.5
-1,13400,-986600,EMERALDS,5,-49933.0,10000.0,67.0
-1,13400,-986600,TOMATOES,3,-14975.0,5005.0,40.0
-1,13500,-986500,EMERALDS,5,-49933.0,10000.0,67.0
-1,13500,-986500,TOMATOES,3,-14975.0,5005.5,41.5
-1,13600,-986400,EMERALDS,5,-49933.0,10000.0,67.0
-1,13600,-986400,TOMATOES,3,-14975.0,5005.5,41.5
-1,13700,-986300,EMERALDS,5,-49933.0,10000.0,67.0
-1,13700,-986300,TOMATOES,3,-14975.0,5009.0,52.0
-1,13800,-986200,EMERALDS,5,-49933.0,10000.0,67.0
-1,13800,-986200,TOMATOES,3,-14975.0,5004.5,38.5
-1,13900,-986100,EMERALDS,5,-49933.0,10000.0,67.0
-1,13900,-986100,TOMATOES,3,-14975.0,5000.5,26.5
-1,14000,-986000,EMERALDS,5,-49933.0,10000.0,67.0
-1,14000,-986000,TOMATOES,3,-14975.0,5004.5,38.5
-1,14100,-985900,EMERALDS,5,-49933.0,10000.0,67.0
-1,14100,-985900,TOMATOES,3,-14975.0,5004.0,37.0
-1,14200,-985800,EMERALDS,5,-49933.0,10000.0,67.0
-1,14200,-985800,TOMATOES,3,-14975.0,5004.0,37.0
-1,14300,-985700,EMERALDS,5,-49933.0,10000.0,67.0
-1,14300,-985700,TOMATOES,3,-14975.0,5003.5,35.5
-1,14400,-985600,EMERALDS,5,-49933.0,10000.0,67.0
-1,14400,-985600,TOMATOES,3,-14975.0,5004.5,38.5
-1,14500,-985500,EMERALDS,5,-49933.0,10000.0,67.0
-1,14500,-985500,TOMATOES,3,-14975.0,5003.5,35.5
-1,14600,-985400,EMERALDS,5,-49933.0,10000.0,67.0
-1,14600,-985400,TOMATOES,3,-14975.0,5000.5,26.5
-1,14700,-985300,EMERALDS,5,-49933.0,10000.0,67.0
-1,14700,-985300,TOMATOES,3,-14975.0,5003.0,34.0
-1,14800,-985200,EMERALDS,5,-49933.0,10000.0,67.0
-1,14800,-985200,TOMATOES,3,-14975.0,5003.0,34.0
-1,14900,-985100,EMERALDS,5,-49933.0,10004.0,87.0
-1,14900,-985100,TOMATOES,3,-14975.0,5005.0,40.0
-1,15000,-985000,EMERALDS,5,-49933.0,10000.0,67.0
-1,15000,-985000,TOMATOES,3,-14975.0,5003.0,34.0
-1,15100,-984900,EMERALDS,5,-49933.0,10000.0,67.0
-1,15100,-984900,TOMATOES,3,-14975.0,5003.5,35.5
-1,15200,-984800,EMERALDS,5,-49933.0,10000.0,67.0
-1,15200,-984800,TOMATOES,3,-14975.0,5003.0,34.0
-1,15300,-984700,EMERALDS,5,-49933.0,10000.0,67.0
-1,15300,-984700,TOMATOES,3,-14975.0,5003.0,34.0
-1,15400,-984600,EMERALDS,5,-49933.0,10000.0,67.0
-1,15400,-984600,TOMATOES,3,-14975.0,5003.0,34.0
-1,15500,-984500,EMERALDS,5,-49933.0,10000.0,67.0
-1,15500,-984500,TOMATOES,3,-14975.0,5003.5,35.5
-1,15600,-984400,EMERALDS,5,-49933.0,10000.0,67.0
-1,15600,-984400,TOMATOES,3,-14975.0,5004.0,37.0
-1,15700,-984300,EMERALDS,5,-49933.0,10000.0,67.0
-1,15700,-984300,TOMATOES,3,-14975.0,5004.0,37.0
-1,15800,-984200,EMERALDS,5,-49933.0,10000.0,67.0
-1,15800,-984200,TOMATOES,3,-14975.0,5005.0,40.0
-1,15900,-984100,EMERALDS,5,-49933.0,10000.0,67.0
-1,15900,-984100,TOMATOES,3,-14975.0,5001.5,29.5
-1,16000,-984000,EMERALDS,5,-49933.0,10000.0,67.0
-1,16000,-984000,TOMATOES,3,-14975.0,5004.0,37.0
-1,16100,-983900,EMERALDS,5,-49933.0,10000.0,67.0
-1,16100,-983900,TOMATOES,3,-14975.0,5001.0,28.0
-1,16200,-983800,EMERALDS,5,-49933.0,10000.0,67.0
-1,16200,-983800,TOMATOES,3,-14975.0,5003.5,35.5
-1,16300,-983700,EMERALDS,5,-49933.0,10000.0,67.0
-1,16300,-983700,TOMATOES,3,-14975.0,5002.5,32.5
-1,16400,-983600,EMERALDS,5,-49933.0,10000.0,67.0
-1,16400,-983600,TOMATOES,5,-24971.0,5003.0,44.0
-1,16500,-983500,EMERALDS,5,-49933.0,10000.0,67.0
-1,16500,-983500,TOMATOES,5,-24971.0,5003.0,44.0
-1,16600,-983400,EMERALDS,5,-49933.0,10000.0,67.0
-1,16600,-983400,TOMATOES,5,-24971.0,5003.0,44.0
-1,16700,-983300,EMERALDS,5,-49933.0,10000.0,67.0
-1,16700,-983300,TOMATOES,5,-24971.0,5002.5,41.5
-1,16800,-983200,EMERALDS,5,-49933.0,10000.0,67.0
-1,16800,-983200,TOMATOES,5,-24971.0,5003.0,44.0
-1,16900,-983100,EMERALDS,5,-49933.0,10000.0,67.0
-1,16900,-983100,TOMATOES,5,-24971.0,5002.5,41.5
-1,17000,-983000,EMERALDS,5,-49933.0,10000.0,67.0
-1,17000,-983000,TOMATOES,5,-24971.0,5002.5,41.5
-1,17100,-982900,EMERALDS,5,-49933.0,9996.0,47.0
-1,17100,-982900,TOMATOES,5,-24971.0,5002.0,39.0
-1,17200,-982800,EMERALDS,5,-49933.0,10000.0,67.0
-1,17200,-982800,TOMATOES,5,-24971.0,5002.5,41.5
-1,17300,-982700,EMERALDS,5,-49933.0,10000.0,67.0
-1,17300,-982700,TOMATOES,5,-24971.0,5003.0,44.0
-1,17400,-982600,EMERALDS,5,-49933.0,10000.0,67.0
-1,17400,-982600,TOMATOES,5,-24971.0,5005.5,56.5
-1,17500,-982500,EMERALDS,5,-49933.0,10000.0,67.0
-1,17500,-982500,TOMATOES,5,-24971.0,5003.0,44.0
-1,17600,-982400,EMERALDS,5,-49933.0,10000.0,67.0
-1,17600,-982400,TOMATOES,5,-24971.0,5002.5,41.5
-1,17700,-982300,EMERALDS,5,-49933.0,10000.0,67.0
-1,17700,-982300,TOMATOES,5,-24971.0,5002.5,41.5
-1,17800,-982200,EMERALDS,5,-49933.0,10000.0,67.0
-1,17800,-982200,TOMATOES,5,-24971.0,5002.5,41.5
-1,17900,-982100,EMERALDS,5,-49933.0,10000.0,67.0
-1,17900,-982100,TOMATOES,3,-14959.0,5002.0,47.0
-1,18000,-982000,EMERALDS,5,-49933.0,10000.0,67.0
-1,18000,-982000,TOMATOES,3,-14959.0,5001.5,45.5
-1,18100,-981900,EMERALDS,5,-49933.0,10000.0,67.0
-1,18100,-981900,TOMATOES,3,-14959.0,5002.0,47.0
-1,18200,-981800,EMERALDS,5,-49933.0,10000.0,67.0
-1,18200,-981800,TOMATOES,3,-14959.0,5001.5,45.5
-1,18300,-981700,EMERALDS,5,-49933.0,10000.0,67.0
-1,18300,-981700,TOMATOES,3,-14959.0,5001.0,44.0
-1,18400,-981600,EMERALDS,5,-49933.0,10000.0,67.0
-1,18400,-981600,TOMATOES,3,-14959.0,5001.0,44.0
-1,18500,-981500,EMERALDS,5,-49933.0,10000.0,67.0
-1,18500,-981500,TOMATOES,3,-14959.0,4997.5,33.5
-1,18600,-981400,EMERALDS,5,-49933.0,10000.0,67.0
-1,18600,-981400,TOMATOES,3,-14959.0,5000.0,41.0
-1,18700,-981300,EMERALDS,5,-49933.0,10000.0,67.0
-1,18700,-981300,TOMATOES,3,-14959.0,5000.0,41.0
-1,18800,-981200,EMERALDS,5,-49933.0,10000.0,67.0
-1,18800,-981200,TOMATOES,3,-14959.0,4999.0,38.0
-1,18900,-981100,EMERALDS,5,-49933.0,10000.0,67.0
-1,18900,-981100,TOMATOES,3,-14959.0,4998.5,36.5
-1,19000,-981000,EMERALDS,5,-49933.0,10000.0,67.0
-1,19000,-981000,TOMATOES,3,-14959.0,4998.5,36.5
-1,19100,-980900,EMERALDS,5,-49933.0,10000.0,67.0
-1,19100,-980900,TOMATOES,3,-14959.0,4998.0,35.0
-1,19200,-980800,EMERALDS,5,-49933.0,10000.0,67.0
-1,19200,-980800,TOMATOES,3,-14959.0,4998.0,35.0
-1,19300,-980700,EMERALDS,5,-49933.0,10000.0,67.0
-1,19300,-980700,TOMATOES,3,-14959.0,4999.0,38.0
-1,19400,-980600,EMERALDS,5,-49933.0,10000.0,67.0
-1,19400,-980600,TOMATOES,3,-14959.0,4999.5,39.5
-1,19500,-980500,EMERALDS,5,-49933.0,10000.0,67.0
-1,19500,-980500,TOMATOES,3,-14959.0,4999.5,39.5
-1,19600,-980400,EMERALDS,5,-49933.0,10000.0,67.0
-1,19600,-980400,TOMATOES,3,-14959.0,4999.0,38.0
-1,19700,-980300,EMERALDS,5,-49933.0,10000.0,67.0
-1,19700,-980300,TOMATOES,3,-14959.0,4999.5,39.5
-1,19800,-980200,EMERALDS,5,-49933.0,10000.0,67.0
-1,19800,-980200,TOMATOES,3,-14959.0,4999.5,39.5
-1,19900,-980100,EMERALDS,5,-49933.0,10000.0,67.0
-1,19900,-980100,TOMATOES,3,-14959.0,4999.0,38.0
-1,20000,-980000,EMERALDS,5,-49933.0,10000.0,67.0
-1,20000,-980000,TOMATOES,3,-14959.0,4999.0,38.0
-1,20100,-979900,EMERALDS,5,-49933.0,10000.0,67.0
-1,20100,-979900,TOMATOES,3,-14959.0,4998.5,36.5
-1,20200,-979800,EMERALDS,5,-49933.0,10000.0,67.0
-1,20200,-979800,TOMATOES,3,-14959.0,4999.5,39.5
-1,20300,-979700,EMERALDS,5,-49933.0,10000.0,67.0
-1,20300,-979700,TOMATOES,3,-14959.0,4999.5,39.5
-1,20400,-979600,EMERALDS,5,-49933.0,10000.0,67.0
-1,20400,-979600,TOMATOES,3,-14959.0,4995.5,27.5
-1,20500,-979500,EMERALDS,5,-49933.0,10000.0,67.0
-1,20500,-979500,TOMATOES,3,-14959.0,5000.5,42.5
-1,20600,-979400,EMERALDS,5,-49933.0,10000.0,67.0
-1,20600,-979400,TOMATOES,3,-14959.0,4998.5,36.5
