day,timestamp,abs_timestamp,submitted_orders,executed_fills,pending_orders_next_step,conversions,positions_total_abs,total_pnl,orders,stdout
-1,0,-1000000,4,0,4,0,0,0.0,EMERALDS:9996@8 | EMERALDS:10004@-8 | TOMATOES:5002@8 | TOMATOES:5010@-8,
-1,2000,-998000,4,0,4,0,0,0.0,EMERALDS:9996@8 | EMERALDS:10004@-8 | TOMATOES:5002@8 | TOMATOES:5011@-8,
-1,2100,-997900,4,0,4,0,0,0.0,EMERALDS:9996@8 | EMERALDS:10004@-8 | TOMATOES:5001@7 | TOMATOES:5010@-7,
-1,2200,-997800,4,0,4,0,0,0.0,EMERALDS:9996@8 | EMERALDS:10004@-8 | TOMATOES:5000@7 | TOMATOES:5009@-7,
-1,2300,-997700,4,0,4,0,0,0.0,EMERALDS:9996@8 | EMERALDS:10004@-8 | TOMATOES:4999@6 | TOMATOES:5008@-6,
-1,2400,-997600,4,0,4,0,0,0.0,EMERALDS:9996@8 | EMERALDS:10004@-8 | TOMATOES:4999@7 | TOMATOES:5008@-7,
-1,2500,-997500,4,0,4,0,0,0.0,EMERALDS:9996@8 | EMERALDS:10004@-8 | TOMATOES:4998@6 | TOMATOES:5007@-6,
-1,2600,-997400,4,0,4,0,0,0.0,EMERALDS:9996@8 | EMERALDS:10004@-8 | TOMATOES:4998@6 | TOMATOES:5007@-6,
-1,2700,-997300,4,0,4,0,0,0.0,EMERALDS:9996@8 | EMERALDS:10004@-8 | TOMATOES:4999@7 | TOMATOES:5008@-7,
-1,2800,-997200,4,0,4,0,0,0.0,EMERALDS:9997@8 | EMERALDS:9999@-8 | TOMATOES:4999@8 | TOMATOES:5008@-8,
-1,2900,-997100,4,0,4,0,0,0.0,EMERALDS:9996@8 | EMERALDS:10004@-8 | TOMATOES:4999@8 | TOMATOES:5008@-8,
-1,3000,-997000,4,0,4,0,0,0.0,EMERALDS:9996@8 | EMERALDS:10004@-8 | TOMATOES:4999@8 | TOMATOES:5008@-8,
-1,3100,-996900,4,0,4,0,0,0.0,EMERALDS:9996@8 | EMERALDS:10004@-8 | TOMATOES:4999@8 | TOMATOES:5008@-8,
-1,3200,-996800,4,0,4,0,8,32.0,EMERALDS:9995@8 | EMERALDS:10004@-8 | TOMATOES:4998@7 | TOMATOES:5007@-7,
-1,3300,-996700,4,0,4,0,8,32.0,EMERALDS:9995@8 | EMERALDS:10004@-8 | TOMATOES:4999@8 | TOMATOES:5008@-8,
-1,3400,-996600,4,0,4,0,10,43.0,EMERALDS:9995@8 | EMERALDS:10004@-8 | TOMATOES:4999@7 | TOMATOES:5007@-7,
-1,3500,-996500,4,0,4,0,10,45.0,EMERALDS:9995@8 | EMERALDS:10004@-8 | TOMATOES:4998@7 | TOMATOES:5006@-7,
-1,3600,-996400,4,0,4,0,10,45.0,EMERALDS:9995@8 | EMERALDS:10004@-8 | TOMATOES:4998@7 | TOMATOES:5006@-7,
-1,3700,-996300,4,0,4,0,10,45.0,EMERALDS:9995@8 | EMERALDS:10004@-8 | TOMATOES:4998@7 | TOMATOES:5006@-7,
-1,3800,-996200,4,0,4,0,10,46.0,EMERALDS:9995@8 | EMERALDS:10004@-8 | TOMATOES:4997@8 | TOMATOES:5006@-8,
-1,3900,-996100,4,0,4,0,10,44.0,EMERALDS:9995@8 | EMERALDS:10004@-8 | TOMATOES:4998@8 | TOMATOES:5007@-8,
-1,4000,-996000,4,0,4,0,10,43.0,EMERALDS:9995@8 | EMERALDS:10004@-8 | TOMATOES:4999@7 | TOMATOES:5007@-7,
-1,4100,-995900,4,0,4,0,10,43.0,EMERALDS:9995@8 | EMERALDS:10004@-8 | TOMATOES:4999@7 | TOMATOES:5007@-7,
-1,4200,-995800,4,0,4,0,10,75.0,EMERALDS:10001@8 | EMERALDS:10003@-8 | TOMATOES:4998@7 | TOMATOES:5007@-7,
-1,4300,-995700,4,0,4,0,10,51.0,EMERALDS:9995@8 | EMERALDS:10004@-8 | TOMATOES:4996@6 | TOMATOES:5001@-6,
-1,4400,-995600,4,0,4,0,10,45.0,EMERALDS:9995@8 | EMERALDS:10004@-8 | TOMATOES:4998@7 | TOMATOES:5006@-7,
-1,4500,-995500,4,0,4,0,10,44.0,EMERALDS:9995@8 | EMERALDS:10004@-8 | TOMATOES:4998@8 | TOMATOES:5007@-8,
-1,4600,-995400,4,0,4,0,10,44.0,EMERALDS:9995@8 | EMERALDS:10004@-8 | TOMATOES:4998@8 | TOMATOES:5007@-8,
-1,4700,-995300,4,0,4,0,10,44.0,EMERALDS:9995@8 | EMERALDS:10004@-8 | TOMATOES:4998@8 | TOMATOES:5007@-8,
-1,4800,-995200,4,0,4,0,10,44.0,EMERALDS:9995@8 | EMERALDS:10004@-8 | TOMATOES:4998@8 | TOMATOES:5007@-8,
-1,4900,-995100,4,0,4,0,10,44.0,EMERALDS:9995@8 | EMERALDS:10004@-8 | TOMATOES:4998@8 | TOMATOES:5007@-8,
-1,5000,-995000,4,0,4,0,17,18.0,EMERALDS:9995@8 | EMERALDS:9999@-9 | TOMATOES:4998@7 | TOMATOES:5007@-7,
-1,5100,-994900,4,0,4,0,17,78.0,EMERALDS:9994@8 | EMERALDS:10003@-9 | TOMATOES:4998@7 | TOMATOES:5007@-7,
-1,5200,-994800,4,0,4,0,17,78.0,EMERALDS:9994@8 | EMERALDS:10003@-9 | TOMATOES:4999@7 | TOMATOES:5007@-7,
-1,5300,-994700,4,0,4,0,17,78.0,EMERALDS:9994@8 | EMERALDS:10003@-9 | TOMATOES:4999@7 | TOMATOES:5007@-7,
-1,5400,-994600,4,0,4,0,17,78.0,EMERALDS:9994@8 | EMERALDS:10003@-9 | TOMATOES:4999@7 | TOMATOES:5007@-7,
-1,5500,-994500,4,0,4,0,17,78.0,EMERALDS:9994@8 | EMERALDS:10003@-9 | TOMATOES:4999@7 | TOMATOES:5007@-7,
-1,5600,-994400,4,0,4,0,17,78.0,EMERALDS:9994@8 | EMERALDS:10003@-9 | TOMATOES:4999@7 | TOMATOES:5007@-7,
-1,5700,-994300,4,0,4,0,17,71.0,EMERALDS:9994@8 | EMERALDS:10003@-9 | TOMATOES:5004@6 | TOMATOES:5008@-6,
-1,5800,-994200,4,0,4,0,17,80.0,EMERALDS:9994@8 | EMERALDS:10003@-9 | TOMATOES:4998@7 | TOMATOES:5006@-7,
-1,5900,-994100,4,0,4,0,17,80.0,EMERALDS:9994@8 | EMERALDS:10003@-9 | TOMATOES:4998@7 | TOMATOES:5006@-7,
-1,6000,-994000,4,0,4,0,17,79.0,EMERALDS:9994@8 | EMERALDS:10003@-9 | TOMATOES:4998@8 | TOMATOES:5007@-8,
-1,6100,-993900,4,0,4,0,17,79.0,EMERALDS:9994@8 | EMERALDS:10003@-9 | TOMATOES:4998@8 | TOMATOES:5007@-8,
-1,6200,-993800,4,0,4,0,17,78.0,EMERALDS:9994@8 | EMERALDS:10003@-9 | TOMATOES:4999@7 | TOMATOES:5007@-7,
-1,6300,-993700,4,0,4,0,17,79.0,EMERALDS:9994@8 | EMERALDS:10003@-9 | TOMATOES:4998@8 | TOMATOES:5007@-8,
-1,6400,-993600,4,0,4,0,17,79.0,EMERALDS:9994@8 | EMERALDS:10003@-9 | TOMATOES:4998@8 | TOMATOES:5007@-8,
-1,6500,-993500,4,0,4,0,17,79.0,EMERALDS:9994@8 | EMERALDS:10003@-9 | TOMATOES:4998@8 | TOMATOES:5007@-8,
-1,6600,-993400,4,0,4,0,17,78.0,EMERALDS:9994@8 | EMERALDS:10003@-9 | TOMATOES:4999@7 | TOMATOES:5007@-7,
-1,6700,-993300,4,0,4,0,17,78.0,EMERALDS:9994@8 | EMERALDS:10003@-9 | TOMATOES:4999@7 | TOMATOES:5007@-7,
-1,6800,-993200,4,0,4,0,17,76.0,EMERALDS:9994@8 | EMERALDS:10003@-9 | TOMATOES:4999@7 | TOMATOES:5008@-7,
-1,6900,-993100,4,0,4,0,17,77.0,EMERALDS:9994@8 | EMERALDS:10003@-9 | TOMATOES:4999@8 | TOMATOES:5008@-8,
-1,7000,-993000,4,0,4,0,21,94.0,EMERALDS:9994@8 | EMERALDS:10003@-9 | TOMATOES:5000@7 | TOMATOES:5008@-7,
-1,7100,-992900,4,0,4,0,21,88.0,EMERALDS:9994@8 | EMERALDS:10003@-9 | TOMATOES:5001@7 | TOMATOES:5009@-7,
-1,7200,-992800,4,0,4,0,21,91.0,EMERALDS:9994@8 | EMERALDS:10003@-9 | TOMATOES:5000@8 | TOMATOES:5009@-8,
-1,7300,-992700,4,0,4,0,21,91.0,EMERALDS:9994@8 | EMERALDS:10003@-9 | TOMATOES:5000@8 | TOMATOES:5009@-8,
-1,7400,-992600,4,0,4,0,21,91.0,EMERALDS:9994@8 | EMERALDS:10003@-9 | TOMATOES:5000@8 | TOMATOES:5009@-8,
-1,7500,-992500,4,0,4,0,21,88.0,EMERALDS:9994@8 | EMERALDS:10003@-9 | TOMATOES:5001@7 | TOMATOES:5009@-7,
-1,7600,-992400,4,0,4,0,21,85.0,EMERALDS:9994@8 | EMERALDS:10003@-9 | TOMATOES:5001@8 | TOMATOES:5010@-8,
-1,7700,-992300,4,0,4,0,21,85.0,EMERALDS:9994@8 | EMERALDS:10003@-9 | TOMATOES:5001@8 | TOMATOES:5010@-8,
-1,7800,-992200,4,0,4,0,21,88.0,EMERALDS:9994@8 | EMERALDS:10003@-9 | TOMATOES:5001@7 | TOMATOES:5010@-7,
-1,7900,-992100,4,0,4,0,21,82.0,EMERALDS:9994@8 | EMERALDS:10003@-9 | TOMATOES:5002@7 | TOMATOES:5010@-7,
-1,8000,-992000,4,0,4,0,21,82.0,EMERALDS:9994@8 | EMERALDS:10003@-9 | TOMATOES:5002@7 | TOMATOES:5010@-7,
-1,8100,-991900,4,0,4,0,21,79.0,EMERALDS:9994@8 | EMERALDS:10003@-9 | TOMATOES:5002@8 | TOMATOES:5011@-8,
-1,8200,-991800,4,0,4,0,21,79.0,EMERALDS:9994@8 | EMERALDS:10003@-9 | TOMATOES:5002@8 | TOMATOES:5011@-8,
-1,8300,-991700,4,0,4,0,21,79.0,EMERALDS:9994@8 | EMERALDS:10003@-9 | TOMATOES:5002@8 | TOMATOES:5011@-8,
-1,8400,-991600,4,0,4,0,21,73.0,EMERALDS:9994@8 | EMERALDS:10003@-9 | TOMATOES:5003@8 | TOMATOES:5012@-8,
-1,8500,-991500,4,0,4,0,21,73.0,EMERALDS:9994@8 | EMERALDS:10003@-9 | TOMATOES:5003@8 | TOMATOES:5012@-8,
-1,8600,-991400,4,0,4,0,21,73.0,EMERALDS:9994@8 | EMERALDS:10003@-9 | TOMATOES:5003@8 | TOMATOES:5012@-8,
-1,8700,-991300,4,0,4,0,21,70.0,EMERALDS:9994@8 | EMERALDS:10003@-9 | TOMATOES:5004@7 | TOMATOES:5012@-7,
-1,8800,-991200,4,1,3,0,11,90.0,EMERALDS:10000@-10 | EMERALDS:10001@8 | TOMATOES:5004@7 | TOMATOES:5012@-7,
-1,8900,-991100,4,0,4,0,11,73.0,EMERALDS:9995@8 | EMERALDS:10004@-8 | TOMATOES:5003@8 | TOMATOES:5012@-8,
-1,9000,-991000,4,0,4,0,11,73.0,EMERALDS:9995@8 | EMERALDS:10004@-8 | TOMATOES:5003@8 | TOMATOES:5012@-8,
-1,9100,-990900,4,0,4,0,11,76.0,EMERALDS:9995@8 | EMERALDS:10004@-8 | TOMATOES:5003@7 | TOMATOES:5012@-7,
-1,9200,-990800,4,0,4,0,11,73.0,EMERALDS:9995@8 | EMERALDS:10004@-8 | TOMATOES:5003@8 | TOMATOES:5012@-8,
-1,9300,-990700,4,0,4,0,11,73.0,EMERALDS:9995@8 | EMERALDS:10004@-8 | TOMATOES:5003@8 | TOMATOES:5012@-8,
-1,9400,-990600,4,0,4,0,11,76.0,EMERALDS:9995@8 | EMERALDS:10004@-8 | TOMATOES:5003@7 | TOMATOES:5012@-7,
-1,9500,-990500,4,0,4,0,11,76.0,EMERALDS:9995@8 | EMERALDS:10004@-8 | TOMATOES:5003@7 | TOMATOES:5012@-7,
-1,9600,-990400,4,0,4,0,6,94.0,EMERALDS:9995@8 | EMERALDS:10004@-8 | TOMATOES:5002@8 | TOMATOES:5011@-8,
-1,9700,-990300,4,0,4,0,6,93.5,EMERALDS:9995@8 | EMERALDS:10004@-8 | TOMATOES:5002@7 | TOMATOES:5011@-7,
-1,9800,-990200,4,0,4,0,6,93.5,EMERALDS:9995@8 | EMERALDS:10004@-8 | TOMATOES:5002@7 | TOMATOES:5011@-7,
-1,9900,-990100,4,0,4,0,8,111.5,EMERALDS:9995@8 | EMERALDS:10004@-8 | TOMATOES:5002@7 | TOMATOES:5010@-7,
-1,10000,-990000,4,0,4,0,8,111.5,EMERALDS:9995@8 | EMERALDS:10004@-8 | TOMATOES:5002@7 | TOMATOES:5010@-7,
-1,10100,-989900,4,0,4,0,8,113.0,EMERALDS:9995@8 | EMERALDS:10004@-8 | TOMATOES:5002@8 | TOMATOES:5011@-8,
-1,10200,-989800,4,0,4,0,8,116.0,EMERALDS:9995@8 | EMERALDS:10004@-8 | TOMATOES:5003@8 | TOMATOES:5012@-8,
-1,10300,-989700,4,0,4,0,8,117.5,EMERALDS:9995@8 | EMERALDS:10004@-8 | TOMATOES:5004@7 | TOMATOES:5012@-7,
-1,10400,-989600,4,0,4,0,8,117.5,EMERALDS:9995@8 | EMERALDS:10004@-8 | TOMATOES:5004@7 | TOMATOES:5012@-7,
-1,10500,-989500,4,0,4,0,8,119.0,EMERALDS:9995@8 | EMERALDS:10004@-8 | TOMATOES:5004@8 | TOMATOES:5013@-8,
-1,10600,-989400,4,0,4,0,8,108.5,EMERALDS:9995@8 | EMERALDS:10004@-8 | TOMATOES:5003@6 | TOMATOES:5008@-6,
-1,10700,-989300,4,0,4,0,8,117.5,EMERALDS:9995@8 | EMERALDS:10004@-8 | TOMATOES:5004@7 | TOMATOES:5012@-7,
-1,10800,-989200,4,0,4,0,8,114.5,EMERALDS:9995@8 | EMERALDS:10004@-8 | TOMATOES:5003@7 | TOMATOES:5011@-7,
-1,10900,-989100,4,0,4,0,8,111.5,EMERALDS:9995@8 | EMERALDS:10004@-8 | TOMATOES:5002@7 | TOMATOES:5010@-7,
-1,11000,-989000,4,0,4,0,8,110.0,EMERALDS:9995@8 | EMERALDS:10004@-8 | TOMATOES:5001@8 | TOMATOES:5010@-8,
-1,11100,-988900,4,0,4,0,8,108.5,EMERALDS:9995@8 | EMERALDS:10004@-8 | TOMATOES:5001@6 | TOMATOES:5010@-6,
-1,11200,-988800,4,0,4,0,8,110.0,EMERALDS:9995@8 | EMERALDS:10004@-8 | TOMATOES:5001@8 | TOMATOES:5010@-8,
-1,11300,-988700,4,0,4,0,8,108.5,EMERALDS:9995@8 | EMERALDS:10004@-8 | TOMATOES:5001@7 | TOMATOES:5009@-7,
-1,11400,-988600,4,0,4,0,8,108.5,EMERALDS:9995@8 | EMERALDS:10004@-8 | TOMATOES:5001@7 | TOMATOES:5009@-7,
-1,11500,-988500,4,0,4,0,8,108.5,EMERALDS:9995@8 | EMERALDS:10004@-8 | TOMATOES:5001@7 | TOMATOES:5009@-7,
-1,11600,-988400,4,0,4,0,8,108.5,EMERALDS:9995@8 | EMERALDS:10004@-8 | TOMATOES:5001@7 | TOMATOES:5009@-7,
-1,11700,-988300,4,0,4,0,8,108.5,EMERALDS:9995@8 | EMERALDS:10004@-8 | TOMATOES:5001@7 | TOMATOES:5009@-7,
-1,11800,-988200,4,0,4,0,8,99.5,EMERALDS:9995@8 | EMERALDS:10004@-8 | TOMATOES:5000@6 | TOMATOES:5005@-6,
-1,11900,-988100,4,0,4,0,8,110.0,EMERALDS:9995@8 | EMERALDS:10004@-8 | TOMATOES:5001@8 | TOMATOES:5010@-8,
-1,12000,-988000,4,0,4,0,8,107.0,EMERALDS:9995@8 | EMERALDS:10004@-8 | TOMATOES:5000@8 | TOMATOES:5009@-8,
-1,12100,-987900,4,0,4,0,8,108.5,EMERALDS:9995@8 | EMERALDS:10004@-8 | TOMATOES:5001@7 | TOMATOES:5009@-7,
-1,12200,-987800,4,0,4,0,8,111.5,EMERALDS:9995@8 | EMERALDS:10004@-8 | TOMATOES:5002@7 | TOMATOES:5010@-7,
-1,12300,-987700,4,0,4,0,8,113.0,EMERALDS:9995@8 | EMERALDS:10004@-8 | TOMATOES:5002@8 | TOMATOES:5011@-8,
-1,12400,-987600,4,0,4,0,8,114.5,EMERALDS:9995@8 | EMERALDS:10004@-8 | TOMATOES:5002@6 | TOMATOES:5011@-6,
-1,12500,-987500,4,0,4,0,8,113.0,EMERALDS:9995@8 | EMERALDS:10004@-8 | TOMATOES:5002@8 | TOMATOES:5011@-8,
-1,12600,-987400,4,0,4,0,8,111.5,EMERALDS:9995@8 | EMERALDS:10004@-8 | TOMATOES:5002@7 | TOMATOES:5010@-7,
-1,12700,-987300,4,0,4,0,8,108.5,EMERALDS:9995@8 | EMERALDS:10004@-8 | TOMATOES:5001@7 | TOMATOES:5009@-7,
-1,12800,-987200,4,0,4,0,8,108.5,EMERALDS:9995@8 | EMERALDS:10004@-8 | TOMATOES:5001@7 | TOMATOES:5009@-7,
-1,12900,-987100,4,0,4,0,8,107.0,EMERALDS:9995@8 | EMERALDS:10004@-8 | TOMATOES:5000@8 | TOMATOES:5009@-8,
-1,13000,-987000,4,0,4,0,8,107.0,EMERALDS:9995@8 | EMERALDS:10004@-8 | TOMATOES:5000@8 | TOMATOES:5009@-8,
-1,13100,-986900,4,0,4,0,8,104.0,EMERALDS:9995@8 | EMERALDS:10004@-8 | TOMATOES:4999@7 | TOMATOES:5008@-7,
-1,13200,-986800,4,0,4,0,8,105.5,EMERALDS:9995@8 | EMERALDS:10004@-8 | TOMATOES:5000@7 | TOMATOES:5008@-7,
-1,13300,-986700,4,0,4,0,8,85.5,EMERALDS:9997@8 | EMERALDS:9999@-8 | TOMATOES:5000@7 | TOMATOES:5008@-7,
-1,13400,-986600,4,0,4,0,8,107.0,EMERALDS:9995@8 | EMERALDS:10004@-8 | TOMATOES:5000@8 | TOMATOES:5009@-8,
-1,13500,-986500,4,0,4,0,8,108.5,EMERALDS:9995@8 | EMERALDS:10004@-8 | TOMATOES:5001@7 | TOMATOES:5009@-7,
-1,13600,-986400,4,0,4,0,8,108.5,EMERALDS:9995@8 | EMERALDS:10004@-8 | TOMATOES:5001@7 | TOMATOES:5009@-7,
-1,13700,-986300,4,0,4,0,8,119.0,EMERALDS:9995@8 | EMERALDS:10004@-8 | TOMATOES:5007@6 | TOMATOES:5011@-6,
-1,13800,-986200,4,0,4,0,8,105.5,EMERALDS:9995@8 | EMERALDS:10004@-8 | TOMATOES:5000@7 | TOMATOES:5008@-7,
-1,13900,-986100,4,0,4,0,8,93.5,EMERALDS:9995@8 | EMERALDS:10004@-8 | TOMATOES:4998@6 | TOMATOES:5003@-6,
-1,14000,-986000,4,0,4,0,8,105.5,EMERALDS:9995@8 | EMERALDS:10004@-8 | TOMATOES:5000@7 | TOMATOES:5008@-7,
-1,14100,-985900,4,0,4,0,8,104.0,EMERALDS:9995@8 | EMERALDS:10004@-8 | TOMATOES:4999@8 | TOMATOES:5008@-8,
-1,14200,-985800,4,0,4,0,8,104.0,EMERALDS:9995@8 | EMERALDS:10004@-8 | TOMATOES:4999@8 | TOMATOES:5008@-8,
-1,14300,-985700,4,0,4,0,8,102.5,EMERALDS:9995@8 | EMERALDS:10004@-8 | TOMATOES:4999@7 | TOMATOES:5007@-7,
-1,14400,-985600,4,0,4,0,8,105.5,EMERALDS:9995@8 | EMERALDS:10004@-8 | TOMATOES:5000@7 | TOMATOES:5008@-7,
-1,14500,-985500,4,0,4,0,8,102.5,EMERALDS:9995@8 | EMERALDS:10004@-8 | TOMATOES:4999@7 | TOMATOES:5007@-7,
-1,14600,-985400,4,0,4,0,8,93.5,EMERALDS:9995@8 | EMERALDS:10004@-8 | TOMATOES:4999@6 | TOMATOES:5003@-6,
-1,14700,-985300,4,0,4,0,8,101.0,EMERALDS:9995@8 | EMERALDS:10004@-8 | TOMATOES:4998@8 | TOMATOES:5007@-8,
-1,14800,-985200,4,0,4,0,8,101.0,EMERALDS:9995@8 | EMERALDS:10004@-8 | TOMATOES:4998@8 | TOMATOES:5007@-8,
-1,14900,-985100,4,0,4,0,8,127.0,EMERALDS:10001@8 | EMERALDS:10003@-8 | TOMATOES:5002@7 | TOMATOES:5006@-7,
-1,15000,-985000,4,0,4,0,8,101.0,EMERALDS:9995@8 | EMERALDS:10004@-8 | TOMATOES:4998@8 | TOMATOES:5007@-8,
-1,15100,-984900,4,0,4,0,8,102.5,EMERALDS:9995@8 | EMERALDS:10004@-8 | TOMATOES:4999@7 | TOMATOES:5007@-7,
-1,15200,-984800,4,0,4,0,8,101.0,EMERALDS:9995@8 | EMERALDS:10004@-8 | TOMATOES:4998@8 | TOMATOES:5007@-8,
-1,15300,-984700,4,0,4,0,8,101.0,EMERALDS:9995@8 | EMERALDS:10004@-8 | TOMATOES:4998@8 | TOMATOES:5007@-8,
-1,15400,-984600,4,0,4,0,8,101.0,EMERALDS:9995@8 | EMERALDS:10004@-8 | TOMATOES:4998@8 | TOMATOES:5007@-8,
-1,15500,-984500,4,0,4,0,8,102.5,EMERALDS:9995@8 | EMERALDS:10004@-8 | TOMATOES:4999@7 | TOMATOES:5007@-7,
-1,15600,-984400,4,0,4,0,8,104.0,EMERALDS:9995@8 | EMERALDS:10004@-8 | TOMATOES:4999@8 | TOMATOES:5008@-8,
-1,15700,-984300,4,0,4,0,8,104.0,EMERALDS:9995@8 | EMERALDS:10004@-8 | TOMATOES:4999@8 | TOMATOES:5008@-8,
-1,15800,-984200,4,0,4,0,8,107.0,EMERALDS:9995@8 | EMERALDS:10004@-8 | TOMATOES:5000@8 | TOMATOES:5009@-8,
-1,15900,-984100,4,0,4,0,8,96.5,EMERALDS:9995@8 | EMERALDS:10004@-8 | TOMATOES:4999@6 | TOMATOES:5004@-6,
-1,16000,-984000,4,0,4,0,8,104.0,EMERALDS:9995@8 | EMERALDS:10004@-8 | TOMATOES:4999@8 | TOMATOES:5008@-8,
-1,16100,-983900,4,0,4,0,8,95.0,EMERALDS:9995@8 | EMERALDS:10004@-8 | TOMATOES:4999@6 | TOMATOES:5004@-6,
-1,16200,-983800,4,0,4,0,8,102.5,EMERALDS:9995@8 | EMERALDS:10004@-8 | TOMATOES:4999@7 | TOMATOES:5007@-7,
-1,16300,-983700,4,0,4,0,8,99.5,EMERALDS:9995@8 | EMERALDS:10004@-8 | TOMATOES:4998@7 | TOMATOES:5006@-7,
-1,16400,-983600,4,0,4,0,10,111.0,EMERALDS:9995@8 | EMERALDS:10004@-8 | TOMATOES:4998@8 | TOMATOES:5007@-8,
-1,16500,-983500,4,0,4,0,10,111.0,EMERALDS:9995@8 | EMERALDS:10004@-8 | TOMATOES:4998@8 | TOMATOES:5007@-8,
-1,16600,-983400,4,0,4,0,10,111.0,EMERALDS:9995@8 | EMERALDS:10004@-8 | TOMATOES:4998@8 | TOMATOES:5007@-8,
-1,16700,-983300,4,0,4,0,10,108.5,EMERALDS:9995@8 | EMERALDS:10004@-8 | TOMATOES:4998@7 | TOMATOES:5006@-7,
-1,16800,-983200,4,0,4,0,10,111.0,EMERALDS:9995@8 | EMERALDS:10004@-8 | TOMATOES:4998@8 | TOMATOES:5007@-8,
-1,16900,-983100,4,0,4,0,10,108.5,EMERALDS:9995@8 | EMERALDS:10004@-8 | TOMATOES:4998@7 | TOMATOES:5006@-7,
-1,17000,-983000,4,0,4,0,10,108.5,EMERALDS:9995@8 | EMERALDS:10004@-8 | TOMATOES:4998@7 | TOMATOES:5006@-7,
-1,17100,-982900,4,0,4,0,10,86.0,EMERALDS:9997@8 | EMERALDS:9999@-8 | TOMATOES:4997@8 | TOMATOES:5006@-8,
-1,17200,-982800,4,0,4,0,10,108.5,EMERALDS:9995@8 | EMERALDS:10004@-8 | TOMATOES:4998@7 | TOMATOES:5006@-7,
-1,17300,-982700,4,0,4,0,10,111.0,EMERALDS:9995@8 | EMERALDS:10004@-8 | TOMATOES:4998@8 | TOMATOES:5007@-8,
-1,17400,-982600,4,0,4,0,10,123.5,EMERALDS:9995@8 | EMERALDS:10004@-8 | TOMATOES:5002@6 | TOMATOES:5008@-6,
-1,17500,-982500,4,0,4,0,10,111.0,EMERALDS:9995@8 | EMERALDS:10004@-8 | TOMATOES:4998@8 | TOMATOES:5007@-8,
-1,17600,-982400,4,0,4,0,10,108.5,EMERALDS:9995@8 | EMERALDS:10004@-8 | TOMATOES:4998@7 | TOMATOES:5006@-7,
